split	source	reference	greedy	beam
uqa_valid	<ans> 1169 </ans> میں بینو بے پر اپنے حملے کے بعد نارمنز نے آئرش ثقافت اور تاریخ پر گہرا اثر ڈالا۔	کس سال میں نارمنز نے بینو بے پر حملہ کیا؟	کس سال میں پرتگال نے اپنا ثقافت پر اثر ڈالا؟	کس سال اتحادیوں نے اپنے اتحادیوں پر ثقافت پر اثر ڈالا؟
uqa_valid	نارمنز زیادہ تر <ans> آئرلینڈ </ans> کے مشرق میں ایک علاقے میں آباد ہوئے ، جسے بعد میں پیلی کے نام سے جانا جاتا ہے ، اور ٹرم کیسل اور ڈبلن کیسل سمیت بہت سے عمدہ قلعے اور بستیوں کی تعمیر بھی کی۔	1169 میں نارمنز نے کس ملک پر حملہ کیا؟	کون سا ملک جنوب میں آباد ہوا؟	کون سا ملک جنوب میں آباد ہوا؟
uqa_valid	نارمنز نے 1169 میں بینو بے پر اپنے حملے کے بعد <ans> آئرش </ans> ثقافت اور تاریخ پر گہرا اثر ڈالا۔	نارمنز نے آئرلینڈ میں کس ثقافت کے ساتھ امتزاج کیا؟	11ز نے 111 میں کس پر توجہ مرکوز کی؟	نارمنز نے کس پر توجہ مرکوز کی؟
uqa_valid	ولیم فاتح کی مخالفت کرنے والے انگریزی تخت کے دعویداروں میں سے ایک ، <ans> ایڈگر </ans> ایتھلنگ ، بالآخر اسکاٹ لینڈ بھاگ گیا۔	مارگریٹ کا بھائی کون تھا؟	ولیمتھ کی کون سی ایتھ نے اپنے کیریئر کے لئے اپنی بولی چھوڑ دی؟	ایتھ کا پیشہ کیا تھا؟
uqa_valid	ولیم فاتح کی مخالفت کرنے والے انگریزی تخت کے دعویداروں میں سے ایک ، <ans> ایڈگر ایتھلنگ </ans> ، بالآخر اسکاٹ لینڈ بھاگ گیا۔	مارگریٹ کا بھائی کون تھا؟	ولیم اسکاٹ لینڈ کے تخت سے کون سا مشہور بادشاہ تھا؟	ولیم اسکاٹ لینڈ نے اپنی بیٹیوں کے لئے کون سا نام استعمال کیا؟
uqa_valid	<ans> اسکاٹ لینڈ کے بادشاہ میلکم سوم </ans> نے ایڈگر کی بہن مارگریٹ سے شادی کی ، اور ولیم کی مخالفت میں آگیا جس نے پہلے ہی اسکاٹ لینڈ کی جنوبی سرحدوں پر تنازعہ کھڑا کیا تھا۔	مارگریٹ کا شوہر کون تھا؟	ایڈگر کی شادی سے شادی کرنے والے پہلے اسکاٹ لینڈ کا نام کیا تھا؟	ایڈگر کی شادی کس نے کی؟
uqa_valid	اسکاٹ لینڈ کے <ans> کنگ میلکم III </ans> نے ایڈگر کی بہن مارگریٹ سے شادی کی ، اور ولیم کی مخالفت میں آگیا جس نے پہلے ہی اسکاٹ لینڈ کی جنوبی سرحدوں پر تنازعہ کھڑا کیا تھا۔	مارگریٹ کا شوہر کون تھا؟	اسکاٹ لینڈ کی بہن شادی کس نے کی؟	اسکاٹ لینڈ کی بہن کی شادی کس نے کی؟
uqa_valid	ولیم نے <ans> 1072 </ans> میں اسکاٹ لینڈ پر حملہ کیا ، جہاں تک وہ اپنے بحری جہازوں کے بیڑے سے ملا۔	ولیم نے اسکاٹ لینڈ پر کب حملہ کیا تھا؟	ولیم نے کس سال اسکاٹ لینڈ پر حملہ کیا؟	ولیم نے کس سال اسکاٹ لینڈ پر حملہ کیا؟
uqa_valid	میلکم نے ولیم کو خراج تحسین پیش کیا اور اپنے بیٹے <ans> ڈنکن </ans> کو یرغمال کے طور پر ہتھیار ڈال دیا ، اس سلسلے میں ایک بحث کا آغاز کیا۔	یرغمال کون تھا؟	میل مغمالم نے کس کو حغمال کیا؟	ولیم مغمالم نے کس کو خراج تحسین پیش کیا؟
uqa_valid	اسکاٹ لینڈ کے بادشاہ ڈیوڈ اول ، جس کے بڑے بھائی الیگزینڈر اول نے <ans> نارمنڈی کی سیبیلہ </ans> سے شادی کی تھی ، اسکاٹ لینڈ میں نارمن اور نارمن ثقافت کو متعارف کرانے میں اہم کردار ادا کیا ، اس عمل کا حصہ کچھ اسکالرز ڈیوڈین انقلاب کہتے ہیں۔	الیگزینڈر اول نے کس سے شادی کی؟	اسکاٹ لینڈ کے بادشاہ اولین نے کس سے شادی کی؟	اسکاٹ لینڈ کے بادشاہ اول نے کس سے شادی کی؟
uqa_valid	اسکاٹ لینڈ کے بادشاہ ڈیوڈ اول ، جس کے بڑے بھائی الیگزینڈر اول نے نارمنڈی کے <ans> سیبیلہ </ans> سے شادی کی تھی ، اسکاٹ لینڈ میں نارمن اور نارمن ثقافت کو متعارف کرانے میں اہم کردار ادا کیا ، اس عمل کا حصہ کچھ اسکالرز ڈیوڈین انقلاب کہتے ہیں۔	الیگزینڈر اول نے کس سے شادی کی؟	اسکاٹ لینڈ کے بادشاہ کا نام کیا تھا؟	اسکاٹ لینڈ کا بادشاہ کون تھا؟
uqa_valid	اسکاٹ لینڈ کے بادشاہ ڈیوڈ اول ، جس کے بڑے بھائی الیگزینڈر اول نے نارمنڈی کے سیبیلہ سے شادی کی تھی ، اسکاٹ لینڈ میں نارمن اور <ans> نارمن </ans> ثقافت کو متعارف کرانے میں اہم کردار ادا کیا ، اس عمل کا حصہ کچھ اسکالرز ڈیوڈین انقلاب کہتے ہیں۔	"اسکاٹ لینڈ میں کس ثقافت کی آمد کو ""ڈیوڈین انقلاب"" کے نام سے جانا جاتا ہے؟"	اسکاٹ لینڈ کے بادشاہ کے مطابق، کون سا ثقافت اہم کردار ادا کرتا ہے؟	اسکاٹ لینڈ کے اہم رکن کون تھے؟
uqa_valid	ایڈورڈ دی کنفیسر نے مذکورہ بالا رالف کو <ans> ہیرفورڈ </ans> کا ارل مقرر کیا تھا اور اسے مارکس کا دفاع کرنے اور ویلش کے ساتھ جنگ کرنے کا الزام لگایا تھا۔	جہاں رالف ارل تھا؟	ایڈورڈ VII کے کن کاموں کو ایڈورڈز نے کہا تھا؟	ایڈورڈ دی کنفیف کو کس نے مقرر کیا؟
uqa_valid	ایڈورڈ دی کنفیسر نے مذکورہ بالا رالف کو ہیرفورڈ کے ارل کے طور پر قائم کیا تھا اور اسے مارچز کا دفاع کرنے اور <ans> ویلش </ans> کے ساتھ جنگ کرنے کا الزام لگایا تھا۔	رالف کس کے ساتھ جنگ میں ہونے کا انچارج تھا؟	ایڈورڈز کے کن کاموں کو جنگ کے ساتھ جنگ کرنے کا الزام لگایا گیا تھا؟	ایڈورڈز نے کس جنگ کے ساتھ جنگ لڑی؟
uqa_valid	<ans> ایڈورڈ دی کنفیسر </ans> نے مذکورہ بالا رالف کو ہیرفورڈ کے ارل کے طور پر قائم کیا تھا اور اسے مارکس کا دفاع کرنے اور ویلش کے ساتھ جنگ کرنے کا الزام لگایا تھا۔	کس نے رالف کو ارل بنایا؟	کس نے خود کو ہیرفورڈ کے طور پر قائم کیا؟	کس نے خود کو ہیرفورڈ کے طور پر قائم کیا؟
uqa_valid	ان نارمنوں نے آہستہ آہستہ فتح کی ایک طویل مدت کا آغاز کیا جس کے دوران تقریبا تمام <ans> ویلز </ans> کسی وقت نارمن مداخلت کے تابع تھا۔	کون سا ملک نارمن بارونز کے کنٹرول میں تھا؟	نارمن فتح کے دوران کتنے نارمن تھے؟	نارمن فتح کے دوران کتنے لوگ کسی لڑائی کے ساتھ مداخلت کرتے تھے؟
uqa_valid	<ans> 1018 </ans> میں ، راجر ڈی ٹوسنی نے موریش زمینوں سے اپنے لئے ایک ریاست بنانے کے لئے جزیرہ نما ایبیریا کا سفر کیا ، لیکن ناکام رہا۔	کون سا سال راجر ڈی ٹوسنی نے وہ کام کرنے میں ناکام رہا جو اس نے شروع کیا تھا؟	کس سال میں Decinonomy جزیرہ نما ایبیریا جزیرہ نما ایبیریا جزیرہ نما ایبیریا کے لئے جزیرہ نما ایبیریا کا سفر کیا؟	کس سال راجر ڈیس نے یورپ چھوڑنے کے لئے جزیرہ نما ایبیریا کا سفر کیا؟
uqa_valid	<ans> 1064 </ans> میں ، بارباسٹرو کی جنگ کے دوران ، مونٹریویل کے ولیم نے پوپ کی فوج کی قیادت کی اور ایک بہت بڑا مال غنیمت لیا۔	کون سا سال راجر ڈی ٹوسنی نے وہ کام کرنے میں ناکام رہا جو اس نے شروع کیا تھا؟	بارووو کی جنگ کب ہوئی؟	بارووو کی جنگ کس سال ہوئی تھی؟
uqa_valid	1064 میں ، بارباسٹرو کی جنگ کے دوران ، <ans> ویلیم آف مونٹریویل </ans> نے پوپ کی فوج کی قیادت کی اور ایک بہت بڑا مال غنیمت لیا۔	بارباسترو کی جنگ میں پوپ کی فوج کا انچارج کون تھا؟	کس نے پوپ کی فوج کی قیادت کی؟	کس نے پوپ کی فوج کی قیادت کی؟
uqa_valid	<ans> 1097 </ans> میں انطاکیہ کے کامیاب محاصرے کے بعد ، بوہیمنڈ نے اس شہر کے ارد گرد ایک آزاد شہنشاہیت بنانا شروع کردی۔	انطاکیہ کا محاصرہ کب ہوا؟	بوہی نے کس سال آزاد ہونا شروع کیا؟	بوہی کس سال انتقال کر گئے؟
uqa_valid	1096 میں ، امالفی کے محاصرے سے گزرنے والے صلیبیوں میں ٹرانٹو کے بوہیمنڈ اور اس کے بھتیجے <ans> ٹینکریڈ </ans> نے اطالوی نارمنوں کی فوج کے ساتھ شمولیت اختیار کی۔	بوہمنڈ کے بھتیجے کا نام کیا تھا؟	کون سا اطالوی شہر اطالویوں کے ساتھ Palasted کیا؟	کس گروپ نے اطالویوں کو فوج کے فوج کے ساتھ شامل کیا؟
uqa_valid	ٹانکریڈ نے <ans> یروشلم </ans> کی فتح میں اہم کردار ادا کیا اور اس نے ٹرانس اردن اور گلیل کے خطے میں صلیبی سلطنت کی توسیع کے لئے کام کیا۔	ٹینکریڈ نے کون سی بڑی فتح میں کردار ادا کیا؟	ٹافٹ نے کس مذہب کی فتح میں اہم کردار ادا کیا؟	ٹافٹ نے کس مذہب کی فتح میں اہم کردار ادا کیا؟
uqa_valid	تیسری صلیبی جنگ کی اینگلو نارمن فورسز کی طرف سے قبرص کی فتح نے جزیرے کی تاریخ میں ایک نیا باب کھولا ، جو اگلے <ans> 380 سالوں </ans> کے لئے مغربی یورپی تسلط کے تحت ہوگا۔	مغربی یورپ نے کب تک قبرص پر کنٹرول کیا؟	قبرص کی کتنی دیر تک قبرص کی طرف سے ایک یورپی یونین کی طرف سے ایک نیا نام کھولا گیا تھا؟	قبرص کی جنگ کتنی دیر تک قبرص میں رہی؟
uqa_valid	لیکن <ans> ایک طوفان </ans> نے بیڑے کو منتشر کردیا۔	رچرڈ کے اکرا پہنچنے کے منصوبوں کو کس چیز نے برباد کر دیا؟	کس نے قیصر کو اپنا کیتھیڈرل سمجھا؟	جاپانیوں نے کس کو شکست دی؟
uqa_valid	کچھ تلاش کے بعد ، یہ دریافت کیا گیا کہ اس کی بہن اور اس کی منگیتر <ans> برینگاریا </ans> لے جانے والی کشتی قبرص کے جنوبی ساحل پر لنگر انداز تھی ، جس میں خزانہ جہاز سمیت کئی دوسرے جہازوں کے ملبے بھی شامل تھے۔	رچرڈ کی منگیتر کون تھی؟	اس کی بہنیتر کس نام سے جانا جاتا ہے؟	اس کی بہن کون تھی؟
uqa_valid	جزیرے کے ظالم <ans> اسحاق کومنینوس </ans> نے ملبے میں بچ جانے والوں کو قید کر لیا تھا۔	1191 میں قبرص پر کس نے حکمرانی کی؟	کون سا جزیرہ نما میں سینٹ بارٹس میں موزیک کو ذالموں کو قید کر سکتا ہے؟	سینٹ بارٹس میں موزیک کا قالم کون تھا؟
uqa_valid	اس نے <ans> اسحاق </ans> کو قیدیوں اور خزانے کو رہا کرنے کا حکم دیا۔	1191 میں قبرص پر کس نے حکمرانی کی؟	ناصر نے خز کو کیا کرنے کی حکم دیا؟	ناصر نے خز کو کس کو حکم دیا؟
uqa_valid	سب نے رچرڈ کی حمایت کا اعلان کیا بشرطیکہ وہ اپنے حریف <ans> کونراڈ آف مونٹفریٹ </ans> کے خلاف گائے کی حمایت کرے۔	گائے کا حریف کون تھا؟	کون سا مشہور گلوکار سب سے پہلے بیونس کی حمایت کرنے کے لئے حمایت کی حمایت کرتا تھا؟	سب سے پہلے کس نے حمایت کی حمایت کی حمایت کی؟
uqa_valid	آئزک نے ہتھیار ڈالے اور اسے <ans> چاندی </ans> کی زنجیروں سے بند کردیا گیا ، کیونکہ رچرڈ نے وعدہ کیا تھا کہ وہ اسے لوہے میں نہیں رکھے گا۔	اسحاق کی زنجیریں کس چیز سے بنی تھیں؟	آئزک نے کس کو بند کر دیا؟	آئزک نے کس کو بند کر دیا؟
